UTD;SELECIONAR;ZONA;LOCALI;MUNICIPIO;BAIRRO;TIPO_LOCAL;CLUSTERS;QTD_MAX;QTD_MIN;RAIO_IDEAL;RAIO_MAX;RAIO_STEP;CARTEIRA;TURMA;PESO_MTVCOB;PESO_PECLD;PESO_QTDFTVE;PREENCHER;QTD_PREENCHER
ESPLANADA;SIM;0078;;;;;1;11;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ESPLANADA;SIM;0082;;;;;1;11;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ESPLANADA;SIM;0083;;;;;1;11;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
GRACA;SIM;0130;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
GRACA;SIM;0133;;;;;6;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
GRACA;SIM;0134;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
GRACA;SIM;0135;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
GRACA;SIM;0136;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
GRACA;SIM;0137;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
GUANAMBI;SIM;0138;;;;;1;4;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
GUANAMBI;SIM;0139;;;;;1;4;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
GUANAMBI;SIM;0140;;;;;1;4;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
GUANAMBI;SIM;0148;;;;;1;4;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ILHEUS;SIM;0173;;;;;1;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ILHEUS;SIM;0174;;;;;1;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ILHEUS;SIM;0177;;;;;1;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ILHEUS;SIM;0179;;;;;2;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ILHEUS;SIM;0183;;;;;1;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ILHEUS;SIM;0186;;;;;1;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IPIAU;SIM;0188;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IPIAU;SIM;0189;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IPIAU;SIM;0526;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IPIAU;SIM;0527;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IPIAU;SIM;0531;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IPIAU;SIM;0532;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IRECE;SIM;0195;;;;;1;3;2;500;2500;500;RECORTE;EPS;1,0;2,0;0,0;;
IRECE;SIM;0201;;;;;1;3;2;500;2500;500;RECORTE;EPS;1,0;2,0;0,0;;
IRECE;SIM;0210;;;;;1;3;2;500;2500;500;RECORTE;EPS;1,0;2,0;0,0;;
IRECE;SIM;0192;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IRECE;SIM;0193;;;;;6;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IRECE;SIM;0196;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IRECE;SIM;0197;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IRECE;SIM;0205;;;;;2;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IRECE;SIM;0207;;;;;2;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IRECE;SIM;0210;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
IRECE;SIM;0211;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABERABA;SIM;0219;;;;;1;4;3;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABERABA;SIM;0222;;;;;1;4;3;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABERABA;SIM;0214;;;;;1;4;3;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABERABA;SIM;0217;;;;;1;4;3;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0172;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0184;;;;;2;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0225;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0227;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0229;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITABUNA;SIM;0230;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPOAN;SIM;0252;;;;;6;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPOAN;SIM;0253;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
ITAPOAN;SIM;0254;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0266;;;;;1;11;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0271;;;;;1;11;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0273;;;;;1;11;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0275;;;;;1;11;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0277;;;;;1;11;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
JEQUIE;SIM;0281;;;;;1;11;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LIVRAMENTO DE NOSSA SENHORA;SIM;0303;;;;;1;4;3;500;3000;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LIVRAMENTO DE NOSSA SENHORA;SIM;0307;;;;;1;4;3;500;3000;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LIVRAMENTO DE NOSSA SENHORA;SIM;0311;;;;;1;4;3;500;3000;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0317;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0318;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0319;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0320;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0321;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0323;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0325;;;;;2;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0328;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0331;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0334;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0340;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0341;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0402;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0350;;;;;1;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0351;;;;;1;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0352;;;;;4;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0353;;;;;2;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0354;;;;;2;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0355;;;;;2;16;14;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PITUBA;SIM;0356;;;;;2;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PITUBA;SIM;0357;;;;;1;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PITUBA;SIM;0358;;;;;1;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PITUBA;SIM;0359;;;;;2;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PORTO SEGURO;SIM;0360;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PORTO SEGURO;SIM;0366;;;;;4;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PORTO SEGURO;SIM;0375;;;;;2;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PORTO SEGURO;SIM;0376;;;;;2;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
POSTO DA MATA;SIM;0383;;;;;2;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
POSTO DA MATA;SIM;0388;;;;;2;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTA MARIA DA VITORIA;SIM;0412;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTA MARIA DA VITORIA;SIM;0414;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTA MARIA DA VITORIA;SIM;0417;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0008;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0009;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0426;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0427;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0428;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0431;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0432;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0433;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SEABRA;SIM;0437;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SEABRA;SIM;0440;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SEABRA;SIM;0444;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SEABRA;SIM;0441;;;;;1;5;4;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SENHOR DO BONFIM;SIM;0445;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SENHOR DO BONFIM;SIM;0454;;;;;2;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SENHOR DO BONFIM;SIM;0450;;;;;2;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SENHOR DO BONFIM;SIM;0448;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SENHOR DO BONFIM;SIM;0446;;;;;1;7;6;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VALENCA;SIM;0486;;;;;1;6;5;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VALENCA;SIM;0487;;;;;2;6;5;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VALENCA;SIM;0489;;;;;1;6;5;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VALENCA;SIM;0490;;;;;2;6;5;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VALENCA;SIM;0491;;;;;2;6;5;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VALENCA;SIM;0492;;;;;2;6;5;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VALENCA;SIM;0493;;;;;1;6;5;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VALENCA;SIM;0494;;;;;1;6;5;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VALENCA;SIM;0495;;;;;2;6;5;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
